Date,GLD,IWM,QQQ,SPY,TLT,VNQ
2009-02-11,92.29000091552734,35.52919006347656,26.134754180908203,61.303306579589844,64.83643341064453,14.91601848602295
2009-02-12,93.16999816894531,35.8308219909668,26.4549617767334,61.3473014831543,64.22594451904297,14.66174602508545
2009-02-13,92.55000305175781,35.45774459838867,26.33380126953125,60.68732452392578,62.51669692993164,13.761589050292969
2009-02-17,95.44999694824219,34.052791595458984,25.286680221557617,58.091495513916016,64.4640884399414,12.78515911102295
2009-02-18,96.91000366210938,33.56856918334961,25.303983688354492,57.95215606689453,63.914642333984375,12.96823787689209
2009-02-19,95.7699966430664,33.10026931762695,24.914562225341797,57.328853607177734,62.828060150146484,12.40882396697998
2009-02-20,97.80000305175781,32.65573501586914,24.983793258666992,56.771549224853516,63.43844985961914,13.192008018493652
2009-02-23,97.7300033569336,31.40158462524414,24.109752655029297,54.74031066894531,64.02452087402344,12.200315475463867
2009-02-24,94.7300033569336,32.560508728027344,24.905912399291992,56.81557846069336,63.95735549926758,13.23268985748291
2009-02-25,93.1500015258789,31.88579750061035,24.741483688354492,56.36824417114258,63.218711853027344,12.978413581848145
2009-02-26,93.05999755859375,31.290464401245117,24.04917335510254,55.45161056518555,62.5533561706543,12.312201499938965
2009-02-27,92.62999725341797,31.076147079467773,23.82417869567871,54.21235275268555,62.19316864013672,12.14946174621582
2009-03-02,90.93000030517578,29.321914672851562,23.053977966308594,51.77046585083008,63.22285079956055,11.39171028137207
2009-03-03,90.04000091552734,28.766260147094727,23.036666870117188,51.381839752197266,62.800392150878906,11.437479019165039
2009-03-04,88.98999786376953,29.361600875854492,23.651092529296875,52.59912109375,62.51271438598633,11.620560646057129
2009-03-05,91.98999786376953,27.797866821289062,22.941471099853516,50.45056915283203,64.251220703125,10.903493881225586
2009-03-06,92.29000091552734,27.940752029418945,22.759740829467773,50.53854751586914,63.82270812988281,10.756011962890625
2009-03-09,90.56999969482422,27.297788619995117,22.275115966796875,49.94459533691406,63.44930648803711,10.995035171508789
2009-03-10,88.13999938964844,29.075830459594727,23.651092529296875,52.92174530029297,62.23114013671875,12.525793075561523
2009-03-11,89.22000122070312,29.115524291992188,24.014551162719727,53.266395568847656,62.90446472167969,12.322372436523438
2009-03-12,91.0999984741211,30.925323486328125,24.810710906982422,55.36363220214844,63.20438766479492,13.329313278198242
2009-03-13,91.30000305175781,31.250774383544922,24.871294021606445,55.79625701904297,62.88612365722656,13.044524192810059
2009-03-16,90.80000305175781,30.687198638916016,24.455907821655273,55.62760925292969,61.89445877075195,12.01723861694336
2009-03-17,90.04000091552734,32.10805130004883,25.381864547729492,57.328853607177734,61.55772018432617,12.9275541305542
2009-03-18,93.08999633789062,33.21931838989258,25.702064514160156,58.612125396728516,63.890018463134766,13.634451866149902
